0,0.0011516628186628202,5.579771578949307E-6
1,0.0018085055315055275,2.446591751403904E-5
2,7.490639730639715E-4,3.145820078158409E-6
3,5.441919191919185E-4,3.964297446091613E-6
4,1.6088744588744604E-4,1.0297887982983948E-6
5,4.0702934102934116E-4,2.015367930356109E-6
6,0.004713493506493526,1.462182741826266E-4
7,2.2602741702741706E-4,2.0558710309943746E-6
8,0.0026345531505531507,2.7940421970118952E-5
9,8.355281385281409E-4,1.0016348678260798E-5
10,0.0046378609908609945,4.29838323015031E-5
11,1.7915343915343902E-4,3.4505688218031374E-7
12,0.0017247181337181334,1.1366665394337044E-5
13,0.004151210197210182,4.181354652484055E-5
14,0.0029479518999518907,2.692616004290086E-5
15,0.0034795238095238043,3.994299764914446E-5
16,0.0013458080808080798,7.953612216654174E-6
